L,d,r,p,q,samples,mi_0,mi_1,mi_2,mi_3,mi_4,mi_5,mi_6,mi_7,mi_8,mi_9,mi_10
48,4,3,0.03,4,37,0.6666666666666666,0.6458333333333334,0.5416666666666666,0.5,0.4583333333333333,0.3958333333333333,0.375,0.3125,0.2916666666666667,0.2916666666666667,0.2916666666666667
48,4,3,0.03,4,38,0.6666666666666666,0.6041666666666666,0.5625,0.4583333333333333,0.4375,0.375,0.3125,0.2708333333333333,0.22916666666666666,0.22916666666666666,0.20833333333333334
48,4,3,0.03,4,39,0.6666666666666666,0.625,0.5833333333333334,0.5625,0.5,0.4583333333333333,0.3541666666666667,0.3541666666666667,0.3333333333333333,0.3125,0.2916666666666667
48,4,3,0.03,4,40,0.6666666666666666,0.625,0.5,0.4166666666666667,0.375,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.2916666666666667,0.2708333333333333,0.25
48,4,3,0.03,4,41,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5208333333333334,0.4791666666666667,0.3958333333333333,0.3541666666666667,0.2708333333333333,0.2708333333333333,0.2708333333333333,0.25
48,4,3,0.03,4,42,0.6666666666666666,0.625,0.5625,0.5416666666666666,0.4791666666666667,0.4375,0.375,0.3541666666666667,0.3541666666666667,0.3333333333333333,0.3125
48,4,3,0.03,4,43,0.6666666666666666,0.6041666666666666,0.5625,0.4791666666666667,0.4583333333333333,0.4166666666666667,0.3541666666666667,0.3541666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667
48,4,3,0.03,4,44,0.6666666666666666,0.6041666666666666,0.5625,0.5416666666666666,0.5,0.4791666666666667,0.4375,0.4375,0.4166666666666667,0.375,0.3541666666666667
48,4,3,0.03,4,45,0.6666666666666666,0.625,0.5625,0.5625,0.4791666666666667,0.4375,0.3541666666666667,0.3333333333333333,0.3125,0.2916666666666667,0.2708333333333333
48,4,3,0.03,4,46,0.6666666666666666,0.5625,0.5208333333333334,0.3958333333333333,0.3333333333333333,0.3125,0.2708333333333333,0.25,0.25,0.25,0.22916666666666666
48,4,3,0.03,4,47,0.6666666666666666,0.625,0.5208333333333334,0.5,0.4791666666666667,0.4583333333333333,0.4583333333333333,0.4166666666666667,0.3958333333333333,0.3541666666666667,0.2916666666666667
48,4,3,0.03,4,48,0.6666666666666666,0.5833333333333334,0.5,0.4791666666666667,0.4583333333333333,0.3541666666666667,0.3125,0.3125,0.2708333333333333,0.25,0.25
48,4,3,0.03,4,49,0.6666666666666666,0.625,0.5416666666666666,0.5208333333333334,0.4166666666666667,0.3541666666666667,0.3541666666666667,0.3541666666666667,0.3333333333333333,0.3333333333333333,0.3125
48,4,3,0.03,4,50,0.6666666666666666,0.6041666666666666,0.5208333333333334,0.4791666666666667,0.4791666666666667,0.4791666666666667,0.3541666666666667,0.3125,0.2916666666666667,0.2916666666666667,0.25
48,4,3,0.03,4,51,0.6666666666666666,0.5833333333333334,0.5208333333333334,0.5208333333333334,0.4791666666666667,0.4166666666666667,0.4166666666666667,0.3541666666666667,0.2708333333333333,0.20833333333333334,0.1875
48,4,3,0.03,4,52,0.6666666666666666,0.5625,0.5,0.4375,0.4375,0.375,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.25,0.25
48,4,3,0.03,4,53,0.6666666666666666,0.6458333333333334,0.5625,0.5,0.5,0.4791666666666667,0.4375,0.3958333333333333,0.3541666666666667,0.3333333333333333,0.3125
48,4,3,0.03,4,54,0.6666666666666666,0.6041666666666666,0.5625,0.4375,0.4166666666666667,0.3958333333333333,0.3958333333333333,0.375,0.375,0.3541666666666667,0.3333333333333333
48,4,3,0.03,4,55,0.6666666666666666,0.5833333333333334,0.5,0.4583333333333333,0.4375,0.3541666666666667,0.2916666666666667,0.25,0.20833333333333334,0.20833333333333334,0.20833333333333334
48,4,3,0.03,4,56,0.6666666666666666,0.6041666666666666,0.5208333333333334,0.4583333333333333,0.4166666666666667,0.3958333333333333,0.3541666666666667,0.3125,0.2708333333333333,0.2708333333333333,0.22916666666666666
48,4,3,0.03,4,57,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5208333333333334,0.5,0.4166666666666667,0.375,0.3541666666666667,0.3333333333333333,0.3125,0.2916666666666667
48,4,3,0.03,4,58,0.6666666666666666,0.6041666666666666,0.5625,0.4791666666666667,0.4166666666666667,0.3958333333333333,0.3541666666666667,0.3541666666666667,0.3541666666666667,0.3541666666666667,0.3541666666666667
48,4,3,0.03,4,59,0.6666666666666666,0.6041666666666666,0.5208333333333334,0.4791666666666667,0.4166666666666667,0.3958333333333333,0.3958333333333333,0.2916666666666667,0.25,0.22916666666666666,0.1875
48,4,3,0.03,4,60,0.6666666666666666,0.5625,0.4791666666666667,0.4375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2708333333333333,0.2708333333333333,0.25
48,4,3,0.03,4,61,0.6666666666666666,0.6041666666666666,0.4791666666666667,0.4166666666666667,0.375,0.3333333333333333,0.3125,0.2916666666666667,0.2708333333333333,0.2708333333333333,0.22916666666666666
48,4,3,0.03,4,62,0.6666666666666666,0.5208333333333334,0.4791666666666667,0.4583333333333333,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.2916666666666667,0.2708333333333333,0.2708333333333333,0.2708333333333333
48,4,3,0.03,4,63,0.6666666666666666,0.6041666666666666,0.4583333333333333,0.4375,0.3958333333333333,0.375,0.3541666666666667,0.3541666666666667,0.3125,0.3125,0.2916666666666667
48,4,3,0.03,4,64,0.6666666666666666,0.5625,0.5,0.4583333333333333,0.4166666666666667,0.3333333333333333,0.3125,0.2916666666666667,0.2708333333333333,0.25,0.25
48,4,3,0.03,4,65,0.6666666666666666,0.5625,0.5416666666666666,0.5,0.4166666666666667,0.375,0.3333333333333333,0.2708333333333333,0.2708333333333333,0.22916666666666666,0.22916666666666666
48,4,3,0.03,4,66,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.4583333333333333,0.4375,0.375,0.3541666666666667,0.3541666666666667,0.3125,0.2916666666666667
48,4,3,0.03,4,67,0.6666666666666666,0.5833333333333334,0.4583333333333333,0.4375,0.3958333333333333,0.3958333333333333,0.3333333333333333,0.3125,0.2916666666666667,0.22916666666666666,0.22916666666666666
48,4,3,0.03,4,68,0.6666666666666666,0.625,0.5208333333333334,0.4375,0.4375,0.375,0.375,0.375,0.3541666666666667,0.3333333333333333,0.3333333333333333
48,4,3,0.03,4,69,0.6666666666666666,0.5833333333333334,0.5,0.3958333333333333,0.3541666666666667,0.2708333333333333,0.2708333333333333,0.22916666666666666,0.22916666666666666,0.20833333333333334,0.1875
48,4,3,0.03,4,70,0.6666666666666666,0.6458333333333334,0.5833333333333334,0.5208333333333334,0.4791666666666667,0.4583333333333333,0.4375,0.4166666666666667,0.3958333333333333,0.3541666666666667,0.3333333333333333
48,4,3,0.03,4,71,0.6666666666666666,0.5625,0.5,0.4375,0.375,0.3541666666666667,0.3125,0.3125,0.3125,0.2916666666666667,0.25
48,4,3,0.03,4,72,0.6666666666666666,0.6041666666666666,0.4583333333333333,0.4583333333333333,0.4166666666666667,0.3958333333333333,0.3541666666666667,0.3333333333333333,0.2708333333333333,0.2708333333333333,0.20833333333333334
48,4,3,0.03,4,73,0.6666666666666666,0.6041666666666666,0.5416666666666666,0.4583333333333333,0.375,0.3333333333333333,0.3333333333333333,0.2708333333333333,0.25,0.1875,0.1875
48,4,3,0.03,4,74,0.6666666666666666,0.6041666666666666,0.5416666666666666,0.4791666666666667,0.4166666666666667,0.4166666666666667,0.375,0.3541666666666667,0.3125,0.2708333333333333,0.22916666666666666
48,4,3,0.03,4,75,0.6666666666666666,0.6458333333333334,0.5416666666666666,0.4791666666666667,0.4166666666666667,0.4166666666666667,0.3541666666666667,0.3333333333333333,0.2916666666666667,0.2708333333333333,0.25
48,4,3,0.03,4,76,0.6666666666666666,0.6041666666666666,0.5208333333333334,0.4583333333333333,0.3958333333333333,0.3541666666666667,0.3333333333333333,0.25,0.22916666666666666,0.22916666666666666,0.20833333333333334
48,4,3,0.03,4,77,0.6666666666666666,0.6041666666666666,0.5625,0.5416666666666666,0.4583333333333333,0.4375,0.3958333333333333,0.375,0.3125,0.3125,0.3125
48,4,3,0.03,4,78,0.6666666666666666,0.6041666666666666,0.5833333333333334,0.4791666666666667,0.4375,0.3958333333333333,0.3541666666666667,0.3333333333333333,0.3125,0.2916666666666667,0.25
48,4,3,0.03,4,79,0.6666666666666666,0.6041666666666666,0.5416666666666666,0.3958333333333333,0.3541666666666667,0.2708333333333333,0.2708333333333333,0.22916666666666666,0.1875,0.1875,0.1875
48,4,3,0.03,4,80,0.6666666666666666,0.6041666666666666,0.5625,0.4791666666666667,0.4375,0.3958333333333333,0.3125,0.3125,0.2708333333333333,0.25,0.20833333333333334
48,4,3,0.03,4,81,0.6666666666666666,0.625,0.6041666666666666,0.4791666666666667,0.3958333333333333,0.3541666666666667,0.3125,0.2916666666666667,0.2708333333333333,0.25,0.25
48,4,3,0.03,4,82,0.6666666666666666,0.5833333333333334,0.5,0.4375,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.2708333333333333,0.2708333333333333,0.2708333333333333,0.22916666666666666
48,4,3,0.03,4,83,0.6666666666666666,0.6041666666666666,0.5625,0.5208333333333334,0.4791666666666667,0.375,0.3541666666666667,0.3333333333333333,0.3125,0.2708333333333333,0.25
48,4,3,0.03,4,84,0.6666666666666666,0.6458333333333334,0.6041666666666666,0.5416666666666666,0.5,0.4375,0.4166666666666667,0.3958333333333333,0.3541666666666667,0.3333333333333333,0.2708333333333333
48,4,3,0.03,4,85,0.6666666666666666,0.625,0.5833333333333334,0.5625,0.5,0.5,0.4583333333333333,0.4166666666666667,0.3333333333333333,0.3125,0.2708333333333333
48,4,3,0.03,4,86,0.6666666666666666,0.5625,0.5208333333333334,0.4791666666666667,0.4791666666666667,0.4166666666666667,0.3541666666666667,0.3125,0.2708333333333333,0.2708333333333333,0.2708333333333333
48,4,3,0.03,4,87,0.6666666666666666,0.6458333333333334,0.5833333333333334,0.5208333333333334,0.4583333333333333,0.4375,0.4375,0.4375,0.375,0.3541666666666667,0.3333333333333333
48,4,3,0.03,4,88,0.6666666666666666,0.6041666666666666,0.5,0.4583333333333333,0.4375,0.4166666666666667,0.3541666666666667,0.3333333333333333,0.2916666666666667,0.2916666666666667,0.2916666666666667
48,4,3,0.03,4,89,0.6666666666666666,0.5,0.5,0.4791666666666667,0.4166666666666667,0.3333333333333333,0.3125,0.3125,0.2916666666666667,0.2708333333333333,0.25
48,4,3,0.03,4,90,0.6666666666666666,0.625,0.5833333333333334,0.4375,0.3333333333333333,0.2916666666666667,0.2708333333333333,0.22916666666666666,0.22916666666666666,0.125,0.125
48,4,3,0.03,4,91,0.6666666666666666,0.5416666666666666,0.4791666666666667,0.4583333333333333,0.4166666666666667,0.3958333333333333,0.3541666666666667,0.2916666666666667,0.2708333333333333,0.22916666666666666,0.22916666666666666
48,4,3,0.03,4,92,0.6666666666666666,0.625,0.5416666666666666,0.5,0.4791666666666667,0.4375,0.4166666666666667,0.3958333333333333,0.3541666666666667,0.3333333333333333,0.3125
48,4,3,0.03,4,93,0.6666666666666666,0.5833333333333334,0.5208333333333334,0.4583333333333333,0.4166666666666667,0.375,0.3541666666666667,0.2916666666666667,0.2708333333333333,0.2708333333333333,0.2708333333333333
48,4,3,0.03,4,94,0.6666666666666666,0.625,0.4583333333333333,0.4375,0.375,0.375,0.3333333333333333,0.2708333333333333,0.2708333333333333,0.22916666666666666,0.20833333333333334
48,4,3,0.03,4,95,0.6666666666666666,0.625,0.6041666666666666,0.5416666666666666,0.4791666666666667,0.4375,0.3958333333333333,0.3541666666666667,0.3333333333333333,0.25,0.20833333333333334
48,4,3,0.03,4,96,0.6666666666666666,0.6458333333333334,0.6041666666666666,0.5625,0.5416666666666666,0.5416666666666666,0.4791666666666667,0.4375,0.3958333333333333,0.3958333333333333,0.3958333333333333
48,4,3,0.03,4,97,0.6666666666666666,0.6458333333333334,0.6041666666666666,0.5833333333333334,0.5,0.4791666666666667,0.4166666666666667,0.3958333333333333,0.375,0.3333333333333333,0.2916666666666667
48,4,3,0.03,4,98,0.6666666666666666,0.5833333333333334,0.5416666666666666,0.5,0.4791666666666667,0.4791666666666667,0.4791666666666667,0.4583333333333333,0.3125,0.2916666666666667,0.2916666666666667
48,4,3,0.03,4,99,0.6666666666666666,0.5625,0.4791666666666667,0.375,0.3541666666666667,0.3125,0.2708333333333333,0.2708333333333333,0.2708333333333333,0.2708333333333333,0.2708333333333333
48,4,3,0.03,4,100,0.6666666666666666,0.5833333333333334,0.5625,0.5208333333333334,0.4791666666666667,0.4375,0.375,0.3541666666666667,0.3333333333333333,0.3125,0.3125
48,4,3,0.03,4,101,0.6666666666666666,0.6041666666666666,0.5833333333333334,0.4791666666666667,0.4375,0.3541666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2708333333333333,0.2708333333333333
48,4,3,0.03,4,102,0.6666666666666666,0.6041666666666666,0.5625,0.4791666666666667,0.4791666666666667,0.4583333333333333,0.4166666666666667,0.3958333333333333,0.3958333333333333,0.3333333333333333,0.2916666666666667
48,4,3,0.03,4,103,0.6666666666666666,0.5625,0.5416666666666666,0.4791666666666667,0.4791666666666667,0.4791666666666667,0.4583333333333333,0.4166666666666667,0.3541666666666667,0.3541666666666667,0.3125
48,4,3,0.03,4,104,0.6666666666666666,0.6458333333333334,0.5833333333333334,0.5,0.4375,0.4166666666666667,0.3958333333333333,0.3958333333333333,0.375,0.3333333333333333,0.2916666666666667
48,4,3,0.03,4,105,0.6666666666666666,0.5625,0.5208333333333334,0.4583333333333333,0.375,0.3541666666666667,0.3125,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2708333333333333
48,4,3,0.03,4,106,0.6666666666666666,0.625,0.5833333333333334,0.5625,0.5,0.5,0.4375,0.4166666666666667,0.4166666666666667,0.3958333333333333,0.3958333333333333
48,4,3,0.03,4,107,0.6666666666666666,0.5625,0.5208333333333334,0.3958333333333333,0.375,0.3541666666666667,0.3541666666666667,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.2708333333333333
48,4,3,0.03,4,108,0.6666666666666666,0.625,0.5208333333333334,0.5,0.4583333333333333,0.4375,0.3541666666666667,0.3541666666666667,0.3125,0.3125,0.3125
48,4,3,0.03,4,109,0.6666666666666666,0.6041666666666666,0.5625,0.5208333333333334,0.4166666666666667,0.375,0.375,0.3541666666666667,0.3125,0.2708333333333333,0.25
48,4,3,0.03,4,110,0.6666666666666666,0.625,0.5625,0.5,0.4583333333333333,0.375,0.3333333333333333,0.3333333333333333,0.3125,0.2916666666666667,0.2916666666666667
48,4,3,0.03,4,111,0.6666666666666666,0.625,0.5625,0.4375,0.3958333333333333,0.3333333333333333,0.25,0.22916666666666666,0.20833333333333334,0.20833333333333334,0.20833333333333334
48,4,3,0.03,4,112,0.6666666666666666,0.6041666666666666,0.5416666666666666,0.5208333333333334,0.4375,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2708333333333333,0.22916666666666666
48,4,3,0.03,4,113,0.6666666666666666,0.625,0.5833333333333334,0.5416666666666666,0.4583333333333333,0.4166666666666667,0.3541666666666667,0.3541666666666667,0.3333333333333333,0.3125,0.3125
48,4,3,0.03,4,114,0.6666666666666666,0.6041666666666666,0.5625,0.4791666666666667,0.4791666666666667,0.4375,0.375,0.3333333333333333,0.3125,0.3125,0.2708333333333333
48,4,3,0.03,4,115,0.6666666666666666,0.6041666666666666,0.5625,0.4791666666666667,0.4583333333333333,0.3958333333333333,0.3958333333333333,0.3958333333333333,0.375,0.3125,0.3125
48,4,3,0.03,4,116,0.6666666666666666,0.5833333333333334,0.5208333333333334,0.5208333333333334,0.5,0.4583333333333333,0.4375,0.4166666666666667,0.3958333333333333,0.375,0.3541666666666667
48,4,3,0.03,4,117,0.6666666666666666,0.6666666666666666,0.6041666666666666,0.5625,0.5,0.4375,0.375,0.3125,0.2916666666666667,0.22916666666666666,0.1875
48,4,3,0.03,4,118,0.6666666666666666,0.5833333333333334,0.5,0.4375,0.375,0.2916666666666667,0.2708333333333333,0.2708333333333333,0.25,0.22916666666666666,0.22916666666666666
48,4,3,0.03,4,119,0.6666666666666666,0.5833333333333334,0.5208333333333334,0.4166666666666667,0.375,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.2916666666666667,0.25,0.25
48,4,3,0.03,4,120,0.6666666666666666,0.6458333333333334,0.5416666666666666,0.4375,0.3541666666666667,0.3333333333333333,0.2916666666666667,0.2708333333333333,0.20833333333333334,0.1875,0.16666666666666666
48,4,3,0.03,4,121,0.6666666666666666,0.625,0.5416666666666666,0.5,0.4583333333333333,0.4375,0.3958333333333333,0.3541666666666667,0.2916666666666667,0.2708333333333333,0.2708333333333333
48,4,3,0.03,4,122,0.6666666666666666,0.5833333333333334,0.5416666666666666,0.5,0.4583333333333333,0.3958333333333333,0.3958333333333333,0.375,0.375,0.3333333333333333,0.3125
48,4,3,0.03,4,123,0.6666666666666666,0.6458333333333334,0.625,0.5625,0.5,0.4583333333333333,0.375,0.375,0.3125,0.22916666666666666,0.22916666666666666
48,4,3,0.03,4,124,0.6666666666666666,0.6458333333333334,0.5625,0.4791666666666667,0.4583333333333333,0.4583333333333333,0.4375,0.4375,0.4166666666666667,0.3541666666666667,0.3125
48,4,3,0.03,4,125,0.6666666666666666,0.6041666666666666,0.5208333333333334,0.4375,0.4375,0.4166666666666667,0.3958333333333333,0.375,0.2916666666666667,0.2708333333333333,0.25
48,4,3,0.03,4,126,0.6666666666666666,0.5833333333333334,0.5416666666666666,0.5208333333333334,0.4583333333333333,0.3958333333333333,0.3333333333333333,0.2708333333333333,0.2708333333333333,0.22916666666666666,0.22916666666666666
48,4,3,0.03,4,127,0.6666666666666666,0.5833333333333334,0.5,0.4791666666666667,0.4791666666666667,0.4583333333333333,0.4583333333333333,0.4166666666666667,0.375,0.3541666666666667,0.3333333333333333
48,4,3,0.03,4,128,0.6666666666666666,0.625,0.5625,0.4791666666666667,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4375,0.375,0.375,0.3541666666666667
48,4,3,0.03,4,129,0.6666666666666666,0.5833333333333334,0.5416666666666666,0.4791666666666667,0.4375,0.3958333333333333,0.3541666666666667,0.3333333333333333,0.3125,0.2916666666666667,0.2708333333333333
48,4,3,0.03,4,130,0.6666666666666666,0.6041666666666666,0.5625,0.4791666666666667,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3125,0.3125,0.2916666666666667
48,4,3,0.03,4,131,0.6666666666666666,0.6041666666666666,0.5208333333333334,0.5,0.5,0.4583333333333333,0.4375,0.3958333333333333,0.3333333333333333,0.3333333333333333,0.2708333333333333
48,4,3,0.03,4,132,0.6666666666666666,0.5833333333333334,0.5,0.4375,0.375,0.3541666666666667,0.2916666666666667,0.2708333333333333,0.2708333333333333,0.22916666666666666,0.22916666666666666
48,4,3,0.03,4,133,0.6666666666666666,0.6041666666666666,0.4791666666666667,0.4583333333333333,0.4375,0.4166666666666667,0.3958333333333333,0.3958333333333333,0.3958333333333333,0.3333333333333333,0.2916666666666667
48,4,3,0.03,4,134,0.6666666666666666,0.6041666666666666,0.5416666666666666,0.4791666666666667,0.4583333333333333,0.3958333333333333,0.375,0.3333333333333333,0.3333333333333333,0.3125,0.2916666666666667
48,4,3,0.03,4,135,0.6666666666666666,0.625,0.5,0.4791666666666667,0.3541666666666667,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.25,0.25,0.25
48,4,3,0.03,4,136,0.6666666666666666,0.6041666666666666,0.5416666666666666,0.5416666666666666,0.4791666666666667,0.3958333333333333,0.3333333333333333,0.2916666666666667,0.2708333333333333,0.2708333333333333,0.2708333333333333
48,4,3,0.03,4,137,0.6666666666666666,0.6458333333333334,0.5625,0.5,0.4791666666666667,0.4583333333333333,0.4583333333333333,0.375,0.3333333333333333,0.3333333333333333,0.3125
48,4,3,0.03,4,138,0.6666666666666666,0.625,0.5416666666666666,0.5,0.4583333333333333,0.4166666666666667,0.3333333333333333,0.3125,0.2916666666666667,0.2916666666666667,0.1875
48,4,3,0.03,4,139,0.6666666666666666,0.625,0.5208333333333334,0.5,0.4583333333333333,0.4583333333333333,0.4166666666666667,0.375,0.3541666666666667,0.3333333333333333,0.3333333333333333
48,4,3,0.03,4,140,0.6666666666666666,0.625,0.5,0.4375,0.3958333333333333,0.375,0.3333333333333333,0.25,0.22916666666666666,0.20833333333333334,0.20833333333333334
48,4,3,0.03,4,141,0.6666666666666666,0.625,0.5833333333333334,0.4791666666666667,0.4375,0.375,0.3125,0.2708333333333333,0.22916666666666666,0.22916666666666666,0.22916666666666666
