L,d,r,p,q,samples,mi_0,mi_1,mi_2,mi_3,mi_4,mi_5,mi_6,mi_7,mi_8,mi_9,mi_10
48,6,3,0.0175,6,3761,0.6666666666666666,0.625,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.4791666666666667,0.4791666666666667,0.4583333333333333,0.4375,0.4166666666666667,0.3958333333333333
48,6,3,0.0175,6,3762,0.6666666666666666,0.6041666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5625,0.5625,0.5416666666666666,0.5208333333333334
48,6,3,0.0175,6,3763,0.6666666666666666,0.625,0.625,0.625,0.625,0.5833333333333334,0.5416666666666666,0.5208333333333334,0.4375,0.4375,0.4166666666666667
48,6,3,0.0175,6,3764,0.6666666666666666,0.6041666666666666,0.6041666666666666,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5,0.5,0.5,0.5,0.5
48,6,3,0.0175,6,3765,0.6666666666666666,0.6666666666666666,0.625,0.625,0.5208333333333334,0.4791666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667
48,6,3,0.0175,6,3766,0.6666666666666666,0.625,0.6041666666666666,0.6041666666666666,0.5625,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5,0.4791666666666667
48,6,3,0.0175,6,3767,0.6666666666666666,0.6666666666666666,0.625,0.5833333333333334,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5,0.4583333333333333,0.4583333333333333,0.4375
48,6,3,0.0175,6,3768,0.6666666666666666,0.6041666666666666,0.6041666666666666,0.5208333333333334,0.5,0.4583333333333333,0.4375,0.3958333333333333,0.3958333333333333,0.375,0.375
48,6,3,0.0175,6,3769,0.6666666666666666,0.625,0.625,0.5833333333333334,0.5625,0.5625,0.5416666666666666,0.5208333333333334,0.5208333333333334,0.5,0.5
48,6,3,0.0175,6,3770,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.625,0.6041666666666666,0.6041666666666666,0.5833333333333334,0.5625,0.5625,0.5,0.5
48,6,3,0.0175,6,3771,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5625,0.5625,0.5416666666666666
48,6,3,0.0175,6,3772,0.6666666666666666,0.625,0.5208333333333334,0.4791666666666667,0.4375,0.4375,0.3958333333333333,0.3958333333333333,0.375,0.375,0.3541666666666667
48,6,3,0.0175,6,3773,0.6666666666666666,0.625,0.5416666666666666,0.5,0.5,0.4583333333333333,0.4583333333333333,0.4375,0.3541666666666667,0.3541666666666667,0.3541666666666667
48,6,3,0.0175,6,3774,0.6666666666666666,0.625,0.6041666666666666,0.5833333333333334,0.5416666666666666,0.5208333333333334,0.5,0.4791666666666667,0.4791666666666667,0.4791666666666667,0.4583333333333333
48,6,3,0.0175,6,3775,0.6666666666666666,0.625,0.6041666666666666,0.5416666666666666,0.5416666666666666,0.5,0.4583333333333333,0.4375,0.4166666666666667,0.4166666666666667,0.3958333333333333
48,6,3,0.0175,6,3776,0.6666666666666666,0.6041666666666666,0.5625,0.5208333333333334,0.5,0.5,0.4791666666666667,0.4791666666666667,0.4583333333333333,0.4166666666666667,0.3958333333333333
48,6,3,0.0175,6,3777,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5625,0.5416666666666666,0.5416666666666666,0.5208333333333334,0.4583333333333333,0.4583333333333333,0.4375,0.4166666666666667
48,6,3,0.0175,6,3778,0.6666666666666666,0.6458333333333334,0.625,0.625,0.625,0.6041666666666666,0.5833333333333334,0.5416666666666666,0.5208333333333334,0.5208333333333334,0.5
48,6,3,0.0175,6,3779,0.6666666666666666,0.6458333333333334,0.5833333333333334,0.5,0.4791666666666667,0.4583333333333333,0.4583333333333333,0.4375,0.4375,0.4375,0.4375
